Participant,Stimulus,Trial_Order_Phase1,Trial_Duration_Phase1,Rating_RT_Phase1,Cue_Color,Condition,Beauty,Attractiveness,Trustworthiness,Trial_Order_Phase2,Trial_Duration_Phase2,Rating_RT_Phase2,Realness
S028,NF-1083,59.0,2.0,5482.0,green,Fiction,3,4,4,1.0,1.0,1802.0,-1
S028,NM-1102,60.0,2.0,5791.0,green,Fiction,2,1,2,1.0,1.0,1907.0,-2
S028,NF-1100,61.0,2.0,7482.0,green,Fiction,2,3,3,1.0,1.0,1753.0,-1
S028,NF-1057,62.0,2.0,8913.0,blue,Reality,0,0,0,1.0,1.0,1578.0,-3
S028,NF-1025,63.0,2.0,7601.0,green,Fiction,3,2,3,1.0,1.0,2421.0,-2
S028,NF-1018,64.0,2.0,8064.0,blue,Reality,4,3,4,1.0,1.0,1361.0,1
S028,NF-1006,65.0,2.0,8480.0,green,Fiction,3,1,3,1.0,1.0,1460.0,1
S028,NF-1003,66.0,2.0,8469.0,blue,Reality,3,3,3,1.0,1.0,1287.0,-1
S028,NM-1055,67.0,2.0,4396.0,blue,Reality,2,1,2,1.0,1.0,1514.0,-1
S028,NF-1106,68.0,2.0,4927.0,blue,Reality,4,4,3,1.0,1.0,2022.0,0
S028,NM-1091,69.0,2.0,4399.0,green,Fiction,4,3,2,1.0,1.0,1522.0,-1
S028,NF-1069,70.0,2.0,10048.0,blue,Reality,3,1,3,1.0,1.0,1372.0,-2
S028,NF-1065,71.0,2.0,11255.0,green,Fiction,4,4,4,1.0,1.0,1498.0,2
S028,NF-1079,72.0,2.0,6706.0,green,Fiction,3,4,4,1.0,1.0,1450.0,-1
S028,NM-1035,73.0,2.0,3934.0,green,Fiction,2,1,1,1.0,1.0,1226.0,2
S028,NF-1026,74.0,2.0,8909.0,green,Fiction,2,1,1,1.0,1.0,1534.0,0
S028,NF-1040,75.0,2.0,3962.0,blue,Reality,3,3,4,1.0,1.0,1457.0,1
S028,NF-1085,76.0,2.0,8100.0,green,Fiction,3,2,4,1.0,1.0,1835.0,-2
S028,NF-1096,77.0,2.0,6709.0,blue,Reality,5,4,5,1.0,1.0,1405.0,2
S028,NF-1088,78.0,2.0,8014.0,blue,Reality,4,4,4,1.0,1.0,2083.0,1
S028,NF-1041,79.0,2.0,7231.0,green,Fiction,4,3,3,1.0,1.0,2235.0,2
S028,NF-1066,80.0,2.0,5081.0,blue,Reality,4,3,4,1.0,1.0,1318.0,2
S028,NF-1020,81.0,2.0,5479.0,blue,Reality,3,3,2,1.0,1.0,1635.0,2
S028,NF-1013,82.0,2.0,3823.0,blue,Reality,3,2,1,1.0,1.0,1247.0,-1
S028,NF-1023,83.0,2.0,7454.0,green,Fiction,5,4,5,1.0,1.0,1424.0,2
S028,NF-1015,84.0,2.0,3874.0,green,Fiction,3,3,4,1.0,1.0,2368.0,0
S028,NF-1047,85.0,2.0,3519.0,blue,Reality,5,4,4,1.0,1.0,1653.0,-2
S028,NF-1077,86.0,2.0,4716.0,blue,Reality,3,2,1,1.0,1.0,1384.0,2
S028,NM-1029,87.0,2.0,5329.0,blue,Reality,3,1,1,1.0,1.0,5149.0,1
S028,NM-1074,88.0,2.0,6910.0,green,Fiction,2,2,2,1.0,1.0,1407.0,2
S028,NF-1056,89.0,2.0,5436.0,blue,Reality,3,3,2,1.0,1.0,7505.0,1
S028,NF-1089,90.0,2.0,5708.0,green,Fiction,2,2,2,1.0,1.0,1376.0,-1
S028,NF-1005,91.0,2.0,5419.0,green,Fiction,3,3,4,1.0,1.0,1437.0,0
S028,NF-1059,92.0,2.0,5253.0,blue,Reality,1,1,4,1.0,1.0,1386.0,-1
S028,NF-1097,93.0,2.0,6776.0,green,Fiction,4,4,3,1.0,1.0,1300.0,-1
S028,NF-1101,94.0,2.0,5398.0,blue,Reality,3,3,5,1.0,1.0,1430.0,1
S028,NF-1043,95.0,2.0,3995.0,blue,Reality,4,4,2,1.0,1.0,1954.0,2
S028,NM-1064,96.0,2.0,8185.0,green,Fiction,3,3,3,1.0,1.0,1349.0,0
S028,NM-1070,97.0,2.0,3981.0,green,Fiction,1,3,3,1.0,1.0,1486.0,-1
S028,NF-1061,98.0,2.0,7164.0,blue,Reality,2,2,3,1.0,1.0,1533.0,2
S028,NF-1081,99.0,2.0,4792.0,green,Fiction,2,3,2,1.0,1.0,1588.0,2
S028,NF-1051,100.0,2.0,9863.0,blue,Reality,2,4,4,1.0,1.0,1319.0,-2
S028,NF-1068,101.0,2.0,5932.0,blue,Reality,2,1,1,1.0,1.0,1363.0,-2
S028,NM-1090,102.0,2.0,7157.0,blue,Reality,3,1,1,1.0,1.0,2138.0,-1
S028,NM-1019,103.0,2.0,5661.0,green,Fiction,1,1,2,1.0,1.0,2308.0,-1
S028,NF-1048,104.0,2.0,4733.0,green,Fiction,3,2,1,1.0,1.0,1685.0,-2
S028,NF-1099,105.0,2.0,4451.0,blue,Reality,1,1,1,1.0,1.0,1693.0,-2
S028,NF-1002,106.0,2.0,4974.0,blue,Reality,3,3,5,1.0,1.0,1350.0,-2
S028,NF-1008,107.0,2.0,5302.0,blue,Reality,3,3,3,1.0,1.0,1384.0,2
S028,NF-1095,108.0,2.0,5296.0,green,Fiction,2,3,3,1.0,1.0,1315.0,-1
S028,NF-1036,109.0,2.0,6169.0,green,Fiction,4,3,4,1.0,1.0,1459.0,1
S027,NF-1020,1.0,2.0,12094.0,blue,Fiction,3,3,3,1.0,1.0,1402.0,2
S027,NF-1013,2.0,2.0,7375.0,red,Reality,2,2,2,1.0,1.0,1592.0,2
S027,NF-1103,3.0,2.0,6845.0,blue,Fiction,2,2,2,1.0,1.0,1504.0,2
S027,NF-1001,4.0,2.0,5404.0,blue,Fiction,2,2,2,1.0,1.0,1903.0,2
S027,NF-1023,5.0,2.0,4377.0,blue,Fiction,3,3,3,1.0,1.0,1410.0,3
S027,NM-1019,6.0,2.0,4741.0,red,Reality,2,2,2,1.0,1.0,1461.0,2
S027,NF-1036,7.0,2.0,4965.0,red,Reality,2,2,2,1.0,1.0,1330.0,3
S027,NF-1079,8.0,2.0,4740.0,blue,Fiction,3,3,2,1.0,1.0,1744.0,2
S027,NF-1015,9.0,2.0,4008.0,blue,Fiction,2,2,2,1.0,1.0,1613.0,3
S027,NF-1016,10.0,2.0,7375.0,red,Reality,3,3,3,1.0,1.0,1618.0,2
S027,NF-1082,11.0,2.0,4304.0,red,Reality,2,2,3,1.0,1.0,1396.0,2
S027,NM-1007,12.0,2.0,6173.0,blue,Fiction,2,2,2,1.0,1.0,1544.0,2
S027,NF-1072,13.0,2.0,4782.0,blue,Fiction,3,3,3,1.0,1.0,1484.0,3
S027,NF-1107,14.0,2.0,3924.0,red,Reality,2,2,2,1.0,1.0,1463.0,2
S027,NF-1071,15.0,2.0,7401.0,blue,Fiction,1,1,2,1.0,1.0,1694.0,2
S027,NF-1110,16.0,2.0,4733.0,red,Reality,3,3,3,1.0,1.0,1394.0,2
S027,NF-1014,17.0,2.0,4512.0,blue,Fiction,2,2,3,1.0,1.0,1694.0,2
S027,NF-1108,18.0,2.0,5485.0,blue,Fiction,4,4,3,1.0,1.0,1481.0,3
S027,NF-1006,19.0,2.0,4393.0,red,Reality,1,1,2,1.0,1.0,1629.0,3
S027,NF-1049,20.0,2.0,4366.0,blue,Fiction,2,2,2,1.0,1.0,1426.0,3
S027,NF-1031,21.0,2.0,3359.0,blue,Fiction,2,2,2,1.0,1.0,1475.0,3
S027,NF-1059,22.0,2.0,3686.0,blue,Fiction,2,2,2,1.0,1.0,1399.0,3
S027,NF-1061,23.0,2.0,6230.0,blue,Fiction,3,3,3,1.0,1.0,1507.0,2
S027,NM-1092,24.0,2.0,6072.0,blue,Fiction,2,2,3,1.0,1.0,1546.0,2
S027,NF-1062,25.0,2.0,4046.0,red,Reality,3,3,3,1.0,1.0,1587.0,3
S027,NF-1004,26.0,2.0,4303.0,blue,Fiction,2,3,3,1.0,1.0,1491.0,2
S027,NM-1038,27.0,2.0,4346.0,blue,Fiction,2,2,2,1.0,1.0,1679.0,2
S027,NF-1037,28.0,2.0,5474.0,red,Reality,3,4,4,1.0,1.0,1939.0,2
S027,NF-1012,29.0,2.0,3974.0,blue,Fiction,2,2,2,1.0,1.0,3403.0,2
S027,NM-1035,30.0,2.0,5815.0,blue,Fiction,3,3,3,1.0,1.0,1441.0,3
S027,NF-1069,31.0,2.0,3608.0,blue,Fiction,2,2,3,1.0,1.0,1819.0,2
S027,NF-1075,32.0,2.0,3664.0,red,Reality,2,2,3,1.0,1.0,1791.0,2
S027,NF-1083,33.0,2.0,5874.0,red,Reality,3,2,3,1.0,1.0,1510.0,2
S027,NF-1068,34.0,2.0,5218.0,blue,Fiction,2,2,3,1.0,1.0,1357.0,2
S027,NF-1045,35.0,2.0,4277.0,blue,Fiction,3,2,3,1.0,1.0,1642.0,2
S027,NF-1009,36.0,2.0,6199.0,red,Reality,2,2,3,1.0,1.0,1419.0,3
S027,NF-1054,37.0,2.0,4172.0,red,Reality,2,2,3,1.0,1.0,1614.0,2
S027,NF-1021,38.0,2.0,3256.0,red,Reality,3,3,3,1.0,1.0,1341.0,3
S027,NF-1076,39.0,2.0,3973.0,blue,Fiction,4,4,3,1.0,1.0,1409.0,3
S027,NF-1087,40.0,2.0,3845.0,blue,Fiction,1,2,3,1.0,1.0,1480.0,2
S027,NF-1089,41.0,2.0,4118.0,blue,Fiction,2,3,3,1.0,1.0,1494.0,2
S027,NF-1003,42.0,2.0,4213.0,red,Reality,4,4,3,1.0,1.0,1379.0,2
S027,NM-1091,43.0,2.0,3895.0,blue,Fiction,3,3,3,1.0,1.0,1465.0,2
S027,NF-1044,44.0,2.0,3441.0,blue,Fiction,4,4,3,1.0,1.0,1625.0,3
S027,NF-1080,45.0,2.0,4179.0,red,Reality,3,3,3,1.0,1.0,5118.0,2
S027,NF-1026,46.0,2.0,6525.0,blue,Fiction,2,2,3,1.0,1.0,1669.0,2
S027,NF-1101,47.0,2.0,3973.0,red,Reality,3,3,3,1.0,1.0,1392.0,3
S027,NF-1002,48.0,2.0,3131.0,blue,Fiction,3,3,3,1.0,1.0,1583.0,2
S027,NF-1096,49.0,2.0,4300.0,blue,Fiction,3,3,3,1.0,1.0,1562.0,2
S027,NF-1039,50.0,2.0,3333.0,blue,Fiction,4,4,3,1.0,1.0,1553.0,3
S027,NF-1086,51.0,2.0,4902.0,red,Reality,3,3,3,1.0,1.0,1392.0,2
S027,NF-1097,52.0,2.0,3948.0,blue,Fiction,4,4,3,1.0,1.0,3125.0,2
S027,NF-1041,53.0,2.0,3648.0,blue,Fiction,2,2,3,1.0,1.0,1842.0,3
S027,NF-1065,54.0,2.0,3536.0,blue,Fiction,3,3,2,1.0,1.0,1729.0,2
S027,NF-1063,55.0,2.0,3291.0,red,Reality,4,4,3,1.0,1.0,1805.0,2
S027,NF-1022,56.0,2.0,7134.0,blue,Fiction,1,1,3,1.0,1.0,1388.0,2
S027,NF-1030,57.0,2.0,4674.0,red,Reality,2,2,3,1.0,1.0,1435.0,3
S027,NF-1099,58.0,2.0,4523.0,blue,Fiction,2,2,3,1.0,1.0,1448.0,2
S027,NF-1017,59.0,2.0,4279.0,red,Reality,2,2,3,1.0,1.0,1492.0,3
S027,NM-1029,60.0,2.0,6137.0,red,Reality,4,3,3,1.0,1.0,1558.0,3
S027,NF-1042,61.0,2.0,7352.0,red,Reality,2,3,3,1.0,1.0,1404.0,3
S027,NF-1073,62.0,2.0,4236.0,blue,Fiction,3,3,2,1.0,1.0,1617.0,2
S027,NF-1067,63.0,2.0,5221.0,red,Reality,2,2,3,1.0,1.0,1373.0,2
S027,NM-1104,64.0,2.0,6236.0,red,Reality,2,2,2,1.0,1.0,2013.0,3
S027,NM-1010,65.0,2.0,4406.0,red,Reality,2,2,2,1.0,1.0,1610.0,2
S027,NM-1090,66.0,2.0,4356.0,red,Reality,2,2,2,1.0,1.0,1374.0,3
S027,NF-1060,67.0,2.0,4410.0,red,Reality,2,2,3,1.0,1.0,1589.0,2
S027,NF-1050,68.0,2.0,3959.0,blue,Fiction,2,2,3,1.0,1.0,1374.0,3
S027,NF-1100,69.0,2.0,5877.0,red,Reality,3,3,3,1.0,1.0,1660.0,2
S027,NF-1084,70.0,2.0,3293.0,blue,Fiction,2,2,3,1.0,1.0,1520.0,3
S027,NF-1018,71.0,2.0,5694.0,red,Reality,3,3,3,1.0,1.0,3052.0,3
S027,NF-1046,72.0,2.0,5532.0,red,Reality,3,3,4,1.0,1.0,2274.0,2
S027,NF-1051,73.0,2.0,4868.0,blue,Fiction,3,3,3,1.0,1.0,1435.0,3
S027,NF-1098,74.0,2.0,4481.0,blue,Fiction,2,2,3,1.0,1.0,1506.0,2
S027,NM-1052,75.0,2.0,7024.0,red,Reality,3,2,3,1.0,1.0,1435.0,2
S027,NM-1064,76.0,2.0,5948.0,red,Reality,3,3,3,1.0,1.0,1607.0,2
S027,NF-1095,77.0,2.0,4144.0,red,Reality,2,2,2,1.0,1.0,1606.0,3
S027,NF-1105,78.0,2.0,4603.0,blue,Fiction,3,3,3,1.0,1.0,1489.0,2
S027,NF-1093,79.0,2.0,7615.0,red,Reality,2,2,2,1.0,1.0,1676.0,2
S027,NM-1070,80.0,2.0,7347.0,red,Reality,2,2,2,1.0,1.0,2514.0,3
S027,NF-1056,81.0,2.0,4796.0,red,Reality,2,2,2,1.0,1.0,1373.0,2
S027,NF-1040,82.0,2.0,4641.0,red,Reality,3,3,2,1.0,1.0,1407.0,2
S027,NM-1033,83.0,2.0,3898.0,blue,Fiction,2,2,3,1.0,1.0,5837.0,-1
S027,NM-1055,84.0,2.0,5829.0,red,Reality,2,2,2,1.0,1.0,1595.0,2
S027,NF-1043,85.0,2.0,3136.0,red,Reality,2,2,2,1.0,1.0,1369.0,2
S027,NF-1025,86.0,2.0,4042.0,red,Reality,2,2,2,1.0,1.0,3384.0,2
S027,NF-1085,87.0,2.0,6813.0,red,Reality,1,1,2,1.0,1.0,1477.0,2
S027,NF-1047,88.0,2.0,4844.0,blue,Fiction,2,2,2,1.0,1.0,1644.0,2
S027,NM-1102,89.0,2.0,3429.0,red,Reality,2,2,2,1.0,1.0,1624.0,-1
S027,NF-1032,90.0,2.0,3760.0,red,Reality,3,3,2,1.0,1.0,1694.0,2
S027,NF-1081,91.0,2.0,3862.0,blue,Fiction,2,2,2,1.0,1.0,1510.0,2
S027,NF-1034,92.0,2.0,4055.0,red,Reality,1,1,2,1.0,1.0,2137.0,1
S027,NM-1011,93.0,2.0,3699.0,blue,Fiction,2,2,3,1.0,1.0,1390.0,2
S027,NF-1053,94.0,2.0,4137.0,red,Reality,2,2,3,1.0,1.0,1379.0,2
S027,NF-1066,95.0,2.0,4139.0,blue,Fiction,2,2,2,1.0,1.0,1336.0,2
S027,NF-1008,96.0,2.0,5106.0,red,Reality,3,3,3,1.0,1.0,1567.0,2
S027,NF-1077,97.0,2.0,3845.0,red,Reality,2,2,2,1.0,1.0,1419.0,3
S027,NF-1028,98.0,2.0,3873.0,blue,Fiction,2,2,3,1.0,1.0,1366.0,2
S027,NF-1057,99.0,2.0,3855.0,blue,Fiction,2,2,2,1.0,1.0,1428.0,2
S027,NF-1048,100.0,2.0,4810.0,red,Reality,2,2,3,1.0,1.0,2968.0,2
S027,NF-1088,101.0,2.0,4699.0,blue,Fiction,3,3,3,1.0,1.0,1343.0,2
S027,NF-1024,102.0,2.0,4052.0,red,Reality,2,2,3,1.0,1.0,1470.0,2
S027,NF-1109,103.0,2.0,4548.0,red,Reality,2,2,3,1.0,1.0,3638.0,2
S027,NM-1074,104.0,2.0,4296.0,blue,Fiction,3,3,3,1.0,1.0,1359.0,3
S027,NF-1106,105.0,2.0,3507.0,red,Reality,2,2,2,1.0,1.0,1380.0,3
S027,NM-1058,106.0,2.0,4088.0,blue,Fiction,3,3,3,1.0,1.0,1332.0,2
S027,NM-1027,107.0,2.0,3289.0,blue,Fiction,2,2,3,1.0,1.0,1974.0,2
S027,NF-1005,108.0,2.0,4095.0,red,Reality,2,2,2,1.0,1.0,8176.0,2
S027,NF-1094,109.0,2.0,4373.0,red,Reality,3,4,3,1.0,1.0,1409.0,3
S026,NM-1058,1.0,2.0,14793.0,green,Reality,3,5,4,1.0,1.0,1287.0,3
S026,NM-1010,2.0,2.0,5210.0,red,Fiction,0,0,0,1.0,1.0,1069.0,-1
S026,NM-1011,3.0,2.0,5098.0,red,Fiction,0,0,1,1.0,1.0,2290.0,-1
S026,NF-1022,4.0,2.0,9501.0,red,Fiction,4,2,3,1.0,1.0,2931.0,2
S026,NF-1043,5.0,2.0,13411.0,red,Fiction,3,3,3,1.0,1.0,1457.0,-1
S026,NF-1066,6.0,2.0,7994.0,green,Reality,3,3,2,1.0,1.0,9973.0,2
S026,NF-1056,7.0,2.0,10412.0,red,Fiction,5,3,4,1.0,1.0,2968.0,0
S026,NM-1038,8.0,2.0,8859.0,red,Fiction,4,5,3,1.0,1.0,2739.0,-1
S026,NF-1031,9.0,2.0,15800.0,red,Fiction,4,3,4,1.0,1.0,1635.0,1
S026,NF-1049,10.0,2.0,8784.0,green,Reality,4,4,4,1.0,1.0,2264.0,1
S026,NF-1023,11.0,2.0,5130.0,red,Fiction,5,3,4,1.0,1.0,1732.0,-1
S026,NF-1081,12.0,2.0,9479.0,green,Reality,3,2,2,1.0,1.0,1433.0,2
S026,NF-1086,13.0,2.0,5888.0,red,Fiction,4,3,5,1.0,1.0,1778.0,2
S026,NF-1024,14.0,2.0,14549.0,green,Reality,3,3,3,1.0,1.0,1254.0,0
S026,NF-1026,15.0,2.0,4432.0,green,Reality,2,1,1,1.0,1.0,1263.0,-2
S026,NF-1095,16.0,2.0,7730.0,red,Fiction,4,3,2,1.0,1.0,2444.0,3
S026,NF-1014,17.0,2.0,3412.0,green,Reality,3,3,5,1.0,1.0,1215.0,-2
S026,NF-1040,18.0,2.0,4520.0,red,Fiction,2,2,0,1.0,1.0,1221.0,3
S026,NM-1007,19.0,2.0,3658.0,red,Fiction,2,3,4,1.0,1.0,1691.0,-1
S026,NF-1060,20.0,2.0,5176.0,green,Reality,3,4,3,1.0,1.0,1402.0,0
S026,NF-1008,21.0,2.0,122732.0,green,Reality,3,3,3,1.0,1.0,1684.0,-1
S026,NM-1027,22.0,2.0,5787.0,green,Reality,1,1,1,1.0,1.0,3943.0,2
S026,NF-1009,23.0,2.0,3298.0,green,Reality,3,2,2,1.0,1.0,1808.0,-2
S026,NF-1097,24.0,2.0,9500.0,red,Fiction,4,3,3,1.0,1.0,1614.0,-1
S026,NF-1079,25.0,2.0,12645.0,green,Reality,3,3,4,1.0,1.0,1302.0,-2
S026,NF-1020,26.0,2.0,3951.0,green,Reality,5,4,3,1.0,1.0,1924.0,-1
S026,NF-1077,27.0,2.0,3300.0,red,Fiction,0,0,0,1.0,1.0,1527.0,-2
S026,NF-1072,28.0,2.0,32605.0,green,Reality,2,2,2,1.0,1.0,1594.0,2
S026,NF-1037,29.0,2.0,22895.0,red,Fiction,2,2,2,1.0,1.0,2496.0,2
S026,NF-1006,30.0,2.0,3463.0,green,Reality,0,0,0,1.0,1.0,1484.0,-3
S026,NF-1015,31.0,2.0,6158.0,red,Fiction,4,2,2,1.0,1.0,1472.0,1
S026,NF-1016,32.0,2.0,6946.0,red,Fiction,4,3,3,1.0,1.0,1445.0,2
S026,NF-1065,33.0,2.0,3313.0,red,Fiction,4,4,4,1.0,1.0,2713.0,-3
S026,NM-1052,34.0,2.0,3033.0,green,Reality,0,0,0,1.0,1.0,2840.0,-3
S026,NF-1110,35.0,2.0,4429.0,red,Fiction,3,2,2,1.0,1.0,1375.0,-2
S026,NM-1033,36.0,2.0,2488.0,green,Reality,0,0,0,1.0,1.0,1649.0,0
S026,NF-1075,37.0,2.0,3536.0,red,Fiction,0,0,0,1.0,1.0,2480.0,0
S026,NM-1064,38.0,2.0,7059.0,green,Reality,5,5,4,1.0,1.0,1495.0,3
S026,NF-1048,39.0,2.0,4000.0,red,Fiction,4,3,4,1.0,1.0,1279.0,-1
S026,NF-1083,40.0,2.0,2990.0,red,Fiction,2,1,1,1.0,1.0,1848.0,-3
S026,NM-1102,41.0,2.0,4068.0,green,Reality,2,3,4,1.0,1.0,1840.0,-2
S026,NF-1100,42.0,2.0,6109.0,red,Fiction,3,2,3,1.0,1.0,1820.0,2
S026,NF-1061,43.0,2.0,3722.0,red,Fiction,3,2,2,1.0,1.0,2321.0,2
S026,NF-1025,44.0,2.0,4535.0,green,Reality,1,1,0,1.0,1.0,2275.0,2
S026,NM-1055,45.0,2.0,5062.0,green,Reality,2,2,4,1.0,1.0,1245.0,-2
S026,NF-1085,46.0,2.0,4645.0,red,Fiction,3,3,4,1.0,1.0,3493.0,2
S026,NF-1089,47.0,2.0,24623.0,green,Reality,1,1,1,1.0,1.0,1445.0,-2
S026,NF-1001,48.0,2.0,3547.0,green,Reality,1,1,4,1.0,1.0,1578.0,2
S026,NF-1080,49.0,2.0,3329.0,green,Reality,1,1,2,1.0,1.0,1140.0,-2
S026,NF-1071,50.0,2.0,2215.0,red,Fiction,0,0,0,1.0,1.0,1742.0,1
S026,NF-1013,51.0,2.0,8455.0,red,Fiction,3,2,3,1.0,1.0,1410.0,-3
S026,NF-1069,52.0,2.0,3582.0,red,Fiction,2,2,2,1.0,1.0,1342.0,0
S026,NF-1067,53.0,2.0,2518.0,green,Reality,2,2,2,1.0,1.0,1472.0,2
S026,NF-1073,54.0,2.0,3256.0,green,Reality,4,3,3,1.0,1.0,1377.0,-3
S026,NM-1074,55.0,2.0,26016.0,red,Fiction,2,2,2,1.0,1.0,1278.0,3
S026,NF-1053,56.0,2.0,4490.0,red,Fiction,2,2,2,1.0,1.0,3837.0,1
S026,NM-1090,57.0,2.0,5407.0,red,Fiction,2,2,3,1.0,1.0,1330.0,-1
S026,NF-1094,58.0,2.0,3856.0,red,Fiction,3,3,4,1.0,1.0,2693.0,0
S026,NF-1050,59.0,2.0,4183.0,red,Fiction,2,2,3,1.0,1.0,1215.0,-1
S026,NF-1099,60.0,2.0,3548.0,green,Reality,2,3,2,1.0,1.0,1619.0,0
S026,NF-1084,61.0,2.0,2724.0,green,Reality,3,2,2,1.0,1.0,1740.0,2
S026,NF-1041,62.0,2.0,2641.0,red,Fiction,3,4,4,1.0,1.0,1399.0,2
S026,NM-1070,63.0,2.0,4888.0,red,Fiction,4,4,5,1.0,1.0,1260.0,-2
S026,NF-1057,64.0,2.0,5204.0,red,Fiction,4,4,3,1.0,1.0,1322.0,-2
S026,NF-1030,65.0,2.0,9642.0,red,Fiction,3,4,4,1.0,1.0,1351.0,2
S026,NF-1062,66.0,2.0,4766.0,red,Fiction,3,4,4,1.0,1.0,2512.0,3
S026,NF-1012,67.0,2.0,7678.0,red,Fiction,3,3,3,1.0,1.0,1411.0,-3
S026,NF-1021,68.0,2.0,3699.0,green,Reality,1,1,2,1.0,1.0,55361.0,0
S026,NF-1045,69.0,2.0,3988.0,green,Reality,4,3,3,1.0,1.0,1938.0,1
S026,NF-1103,70.0,2.0,3635.0,red,Fiction,0,0,3,1.0,1.0,2306.0,-3
S026,NM-1029,71.0,2.0,5392.0,green,Reality,0,0,0,1.0,1.0,1856.0,-3
S026,NF-1051,72.0,2.0,5073.0,green,Reality,1,0,1,1.0,1.0,1429.0,-2
S026,NF-1017,73.0,2.0,2354.0,green,Reality,4,3,4,1.0,1.0,1433.0,-2
S026,NF-1042,74.0,2.0,2492.0,green,Reality,4,3,4,1.0,1.0,2048.0,2
S026,NF-1109,75.0,2.0,2448.0,green,Reality,2,2,2,1.0,1.0,1826.0,-2
S026,NF-1088,76.0,2.0,4144.0,green,Reality,2,2,2,1.0,1.0,1330.0,-2
S026,NF-1039,77.0,2.0,4475.0,green,Reality,1,1,1,1.0,1.0,1242.0,3
S026,NF-1106,78.0,2.0,2975.0,red,Fiction,5,4,3,1.0,1.0,5953.0,-1
S026,NF-1005,79.0,2.0,3463.0,red,Fiction,3,2,3,1.0,1.0,1320.0,0
S026,NM-1091,80.0,2.0,3927.0,red,Fiction,3,4,4,1.0,1.0,1196.0,0
S026,NF-1028,81.0,2.0,5144.0,red,Fiction,4,3,4,1.0,1.0,2693.0,2
S026,NF-1047,82.0,2.0,2439.0,green,Reality,2,3,3,1.0,1.0,3165.0,-1
S026,NF-1087,83.0,2.0,3071.0,red,Fiction,0,0,0,1.0,1.0,1578.0,-3
S026,NF-1054,84.0,2.0,3373.0,green,Reality,3,3,5,1.0,1.0,1524.0,0
S026,NF-1034,85.0,2.0,3605.0,green,Reality,2,1,2,1.0,1.0,10386.0,0
S026,NF-1059,86.0,2.0,6580.0,green,Reality,1,2,3,1.0,1.0,1028.0,2
S026,NF-1004,87.0,2.0,2939.0,red,Fiction,2,2,5,1.0,1.0,2038.0,1
S026,NF-1003,88.0,2.0,3698.0,green,Reality,1,2,3,1.0,1.0,1169.0,-2
S026,NF-1082,89.0,2.0,4566.0,red,Fiction,1,1,1,1.0,1.0,1443.0,-3
S026,NF-1044,90.0,2.0,2640.0,green,Reality,1,1,1,1.0,1.0,1271.0,2
S026,NF-1098,91.0,2.0,2239.0,green,Reality,1,1,2,1.0,1.0,1303.0,-2
S026,NF-1096,92.0,2.0,9962.0,green,Reality,1,1,1,1.0,1.0,2840.0,0
S026,NF-1036,93.0,2.0,2581.0,green,Reality,1,1,1,1.0,1.0,1345.0,-1
S026,NM-1035,94.0,2.0,4253.0,red,Fiction,3,5,5,1.0,1.0,6906.0,3
S026,NM-1104,95.0,2.0,4130.0,green,Reality,0,0,0,1.0,1.0,1385.0,-3
S026,NF-1076,96.0,2.0,3701.0,green,Reality,3,2,4,1.0,1.0,4340.0,-2
S026,NF-1107,97.0,2.0,4805.0,green,Reality,1,2,1,1.0,1.0,1476.0,0
S026,NF-1018,98.0,2.0,3168.0,green,Reality,4,3,5,1.0,1.0,1150.0,2
S026,NF-1101,99.0,2.0,3762.0,green,Reality,2,1,2,1.0,1.0,2248.0,0
S026,NF-1105,100.0,2.0,3473.0,green,Reality,1,1,1,1.0,1.0,1582.0,1
S026,NF-1093,101.0,2.0,2895.0,red,Fiction,1,1,2,1.0,1.0,1390.0,2
S026,NF-1108,102.0,2.0,2473.0,red,Fiction,3,2,4,1.0,1.0,1156.0,2
S026,NF-1046,103.0,2.0,3503.0,red,Fiction,2,2,2,1.0,1.0,1419.0,2
S026,NM-1019,104.0,2.0,2986.0,red,Fiction,2,1,2,1.0,1.0,1083.0,1
S026,NF-1002,105.0,2.0,3124.0,red,Fiction,1,1,2,1.0,1.0,1563.0,-2
S026,NM-1092,106.0,2.0,4896.0,green,Reality,0,0,3,1.0,1.0,1448.0,-2
S026,NF-1068,107.0,2.0,4078.0,green,Reality,1,2,3,1.0,1.0,1679.0,-2
S026,NF-1032,108.0,2.0,4034.0,red,Fiction,2,1,4,1.0,1.0,2171.0,0
S026,NF-1063,109.0,2.0,4760.0,green,Reality,2,2,4,1.0,1.0,1179.0,1
S025,NF-1088,1.0,2.0,10453.0,green,Fiction,4,1,5,1.0,1.0,1554.0,2
S025,NF-1008,2.0,2.0,8859.0,red,Reality,3,1,5,1.0,1.0,1287.0,2
S025,NF-1077,3.0,2.0,5313.0,green,Fiction,2,0,5,1.0,1.0,1802.0,-1
S025,NF-1067,4.0,2.0,9431.0,red,Reality,3,1,5,1.0,1.0,1340.0,2
S025,NF-1016,5.0,2.0,5108.0,red,Reality,3,0,5,1.0,1.0,1773.0,1
S025,NF-1099,6.0,2.0,8208.0,red,Reality,2,0,5,1.0,1.0,1438.0,3
S025,NF-1086,7.0,2.0,5562.0,green,Fiction,3,2,5,1.0,1.0,2539.0,2
S025,NF-1087,8.0,2.0,6893.0,red,Reality,1,0,4,1.0,1.0,1866.0,2
